Rubric Name,Criteria Name,Criteria Description,Criteria Enable Range,Rating Name,Rating Description,Rating Points,Rating Name,Rating Description,Rating Points,Rating Name,Rating Description,Rating Points
TA-1.1 Visión Producto y Mapa Stakeholders,Visión del Producto y Lean Canvas,Desarrolla visión clara del producto y completa 4 secciones del Lean Canvas con coherencia y orientación al usuario,false,Excelente,Visión inspiradora y Lean Canvas completo con secciones coherentes y bien desarrolladas,1,Bueno,Visión adecuada con Lean Canvas parcialmente completo,0.7,Insuficiente,Visión poco clara o Lean Canvas incompleto,0
TA-1.1 Visión Producto y Mapa Stakeholders,Mapa Visual y Estrategias de Gestión,Crea mapa visual profesional con mínimo 8 stakeholders y define estrategias específicas de gestión por cuadrante,false,Excelente,Mapa visual profesional con stakeholders bien posicionados y estrategias específicas diferenciadas,1,Bueno,Mapa visual adecuado con estrategias básicas,0.7,Insuficiente,Mapa visual deficiente o estrategias genéricas,0
